algorithm	benchmark	containers	elements	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
inline	transduce	array_list	ufloat	12273	array_list-ufloat	0.07746702843640513	LENOVO.20ERCTO1WW	0.07773790352806975	0.07770460555691355	1025	20210131-1621	6	50	0.05	6	47.6829748	0.07804699217795161	1.0685569258875492E9	222436
manual_rmf	transduce	array_list	ufloat	6567	array_list-ufloat	0.15253814633774934	LENOVO.20ERCTO1WW	0.15264512060301508	0.15307109014770823	1025	20210131-1623	6	50	0.05	6	50.25790575	0.1536185483477996	1.066991408E9	117085
transducer_rmf	transduce	array_list	ufloat	10416	array_list-ufloat	0.09579415754608296	LENOVO.20ERCTO1WW	0.09663287682411674	0.09656036703149003	1025	20210131-1625	6	50	0.05	6	50.28187855	0.0975146303763441	1.066991408E9	181433
rmf	transduce	array_list	ufloat	4661	array_list-ufloat	0.21281240356146752	LENOVO.20ERCTO1WW	0.22151219974254452	0.21935869877708647	1025	20210131-1627	6	50	0.05	6	51.11856905	0.2265639064578417	1.066991408E9	82073
fn	transduce	array_list	ufloat	4703	array_list-ufloat	0.21356879459919204	LENOVO.20ERCTO1WW	0.21869232213480758	0.21898666234318523	1025	20210131-1630	6	50	0.05	6	51.49166305	0.22520959834148416	1.066991408E9	81847
