algorithm	benchmark	containers	elements	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
inline	transduce	persistent_vector	ufloat	678	persistent_vector-ufloat	1.4736143421828911	LENOVO.20ERCTO1WW	1.4859900796460177	1.480453725663717	16385	20210131-1957	6	50	0.05	6	50.1884715	1.487428648967552	-113058.58365265047	11635
manual_rmf	transduce	persistent_vector	ufloat	1291	persistent_vector-ufloat	0.7765495848179707	LENOVO.20ERCTO1WW	0.7801872300542215	0.7818188458559256	16385	20210131-1959	6	50	0.05	6	50.4651591	0.7902972920216886	1.7069456375E10	24354
transducer_rmf	transduce	persistent_vector	ufloat	1731	persistent_vector-ufloat	0.5710678867706529	LENOVO.20ERCTO1WW	0.5731633518197574	0.577161060658579	16385	20210131-2001	6	50	0.05	6	49.9526316	0.5836397527440786	1.7069456375E10	34308
rmf	transduce	persistent_vector	ufloat	598	persistent_vector-ufloat	1.6731868762541806	LENOVO.20ERCTO1WW	1.6775979966555183	1.682492076923077	16385	20210131-2003	6	50	0.05	6	50.3039757	1.692645822742475	1.7069456375E10	11155
fn	transduce	persistent_vector	ufloat	598	persistent_vector-ufloat	1.6766069264214047	LENOVO.20ERCTO1WW	1.6832137157190636	1.6877991170568563	16385	20210131-2006	6	50	0.05	6	50.4568091	1.6977973193979934	1.7069456375E10	11497
