algorithm	benchmark	containers	elements	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
inline	transduce	immutable_list	ufloat	69	immutable_list-ufloat	8.084188666666668	LENOVO.20ERCTO1WW	8.115611855072464	8.11426139130435	262145	20210131-2256	6	50	0.05	6	27.9939962	8.13992084057971	2.74099487667E11	1369
manual_rmf	transduce	immutable_list	ufloat	49	immutable_list-ufloat	20.15561224489796	LENOVO.20ERCTO1WW	20.442480612244896	20.349496000000002	262145	20210131-2258	6	50	0.05	6	49.8560825	20.532426530612245	2.74099487667E11	976
transducer_rmf	transduce	immutable_list	ufloat	104	immutable_list-ufloat	9.602620913461537	LENOVO.20ERCTO1WW	9.746867548076922	9.648005432692308	262145	20210131-2300	6	50	0.05	6	50.16707685	9.704146442307692	2.74099487667E11	1786
rmf	transduce	immutable_list	ufloat	31	immutable_list-ufloat	32.84887658064517	LENOVO.20ERCTO1WW	33.61329432258064	33.285184387096784	262145	20210131-2303	6	50	0.05	6	51.5914945	33.8099910967742	2.74099487667E11	595
fn	transduce	immutable_list	ufloat	31	immutable_list-ufloat	32.78332174193549	LENOVO.20ERCTO1WW	33.37920077419355	33.31876161290323	262145	20210131-2305	6	50	0.05	6	51.6505224	33.76360561290323	2.74099487667E11	595
