algorithm	benchmark	containers	elements	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
inline	transduce	persistent_list	ufloat	13778	persistent_list-ufloat	0.07174708782116418	LENOVO.20ERCTO1WW	0.07210504616054579	0.07211871403687038	257	20210131-1521	6	50	0.05	6	49.6754116	0.07243673798809697	42516.90985643864	244949
manual_rmf	transduce	persistent_list	ufloat	18426	persistent_list-ufloat	0.053950279062194725	LENOVO.20ERCTO1WW	0.054198550526430044	0.05427822945837404	257	20210131-1523	6	50	0.05	6	50.0082817	0.054476531097362425	2.77351311E8	316801
transducer_rmf	transduce	persistent_list	ufloat	18195	persistent_list-ufloat	0.05448932058257763	LENOVO.20ERCTO1WW	0.054997985050838145	0.0549320466062105	257	20210131-1525	6	50	0.05	6	49.9743545	0.05514337829073921	2.77351311E8	316651
rmf	transduce	persistent_list	ufloat	5745	persistent_list-ufloat	0.1743609352480418	LENOVO.20ERCTO1WW	0.17779976031331593	0.17852476605744128	257	20210131-1527	6	50	0.05	6	51.24504155	0.1934468595300261	2.77351311E8	105319
fn	transduce	persistent_list	ufloat	5660	persistent_list-ufloat	0.17430078127208481	LENOVO.20ERCTO1WW	0.1759213554770318	0.17576380565371025	257	20210131-1530	6	50	0.05	6	49.7405251	0.17727691201413429	2.77351311E8	107541
