algorithm	benchmark	containers	elements	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
inline	transduce	array_of_boxed_float	ufloat	648	array_of_boxed_float-ufloat	0.6695776959876544	LENOVO.20ERCTO1WW	0.6884315540123457	0.6793877175925928	65537	20210131-2045	6	50	0.05	6	22.01023445	0.6915794166666668	6.863114050213255E10	11137
manual_rmf	transduce	array_of_boxed_float	ufloat	368	array_of_boxed_float-ufloat	2.709328785326087	LENOVO.20ERCTO1WW	2.7233738940217393	2.7213389320652177	65537	20210131-2047	6	50	0.05	6	50.07281335	2.7357067065217398	6.8530596855E10	7219
transducer_rmf	transduce	array_of_boxed_float	ufloat	141	array_of_boxed_float-ufloat	7.1086129290780145	LENOVO.20ERCTO1WW	7.137559382978724	7.135572957446808	65537	20210131-2049	6	50	0.05	6	50.30676585	7.158624985815603	6.8530596855E10	2839
rmf	transduce	array_of_boxed_float	ufloat	42	array_of_boxed_float-ufloat	23.833005452380952	LENOVO.20ERCTO1WW	24.126614976190478	24.078952976190475	65537	20210131-2051	6	50	0.05	6	50.56563065	24.27278878571429	6.8530596855E10	835
fn	transduce	array_of_boxed_float	ufloat	42	array_of_boxed_float-ufloat	23.78397926190476	LENOVO.20ERCTO1WW	24.159557833333334	24.025482928571428	65537	20210131-2053	6	50	0.05	6	50.44992985	24.22224330952381	6.8530596855E10	841
