algorithm	benchmark	containers	elements	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
inline	transduce	lazy_sequence	ufloat	555	lazy_sequence-ufloat	1.7694315819819824	LENOVO.20ERCTO1WW	1.7761496	1.7766593261261263	16385	20210131-2021	6	50	0.05	6	49.2994669	1.7866438612612614	1.7151460902E10	10087
manual_rmf	transduce	lazy_sequence	ufloat	439	lazy_sequence-ufloat	2.2808501207289296	LENOVO.20ERCTO1WW	2.2847322391799545	2.289981870159453	16385	20210131-2023	6	50	0.05	6	50.26343135	2.3048234920273347	1.7151460902E10	8335
transducer_rmf	transduce	lazy_sequence	ufloat	432	lazy_sequence-ufloat	2.3075095625000004	LENOVO.20ERCTO1WW	2.3152923171296296	2.318403344907408	16385	20210131-2025	6	50	0.05	6	50.07318585	2.3266352337962966	1.7151460902E10	8089
rmf	transduce	lazy_sequence	ufloat	160	lazy_sequence-ufloat	6.28708590625	LENOVO.20ERCTO1WW	6.31643278125	6.306235168750001	16385	20210131-2028	6	50	0.05	6	50.44890165	6.32891528125	1.7151460902E10	3211
fn	transduce	lazy_sequence	ufloat	160	lazy_sequence-ufloat	6.28382528125	LENOVO.20ERCTO1WW	6.35871434375	6.305031131250001	16385	20210131-2030	6	50	0.05	6	50.44119765	6.33030890625	1.7151460902E10	3205
