algorithm	benchmark	containers	elements	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
inline	transduce	array_of_boxed_float	ufloat	261	array_of_boxed_float-ufloat	3.668471942528736	LENOVO.20HRCTO1WW	3.7023833505747126	3.7095807697318013	524288	20171215-2346	2	50	0.05	2	48.397051206	3.779968302681993	1.8304130022614825E11	1266
manual_rmf	transduce	array_of_boxed_float	ufloat	70	array_of_boxed_float-ufloat	9.6071381	LENOVO.20HRCTO1WW	9.736208785714286	9.955906587714285	524288	20171215-2348	2	50	0.05	2	34.793699402	10.697094840714282	1.8277284437390234E11	1051
transducer_rmf	transduce	array_of_boxed_float	ufloat	55	array_of_boxed_float-ufloat	17.957315054545457	LENOVO.20HRCTO1WW	18.35952812727273	18.521561606181823	524288	20171215-2350	2	50	0.05	2	50.924533571	19.41422973272727	1.82773205881E11	709
rmf	transduce	array_of_boxed_float	ufloat	12	array_of_boxed_float-ufloat	74.50661408333333	LENOVO.20HRCTO1WW	88.81316	84.46464907166667	524288	20171215-2352	2	50	0.05	2	50.680226894	94.18371716666668	1.82773205881E11	134
fn	transduce	array_of_boxed_float	ufloat	14	array_of_boxed_float-ufloat	72.94689857142856	LENOVO.20HRCTO1WW	79.24083753571429	76.60728795285715	524288	20171215-2354	2	50	0.05	2	53.627112944	80.41274121071429	1.82773205881E11	127
