algorithm	benchmark	containers	elements	execution-count	generators	lower-q	manufacturerModel	median	millisec	nelements	now	nthreads	sample-count	tail-quantile	threads	total-time	upper-q	value	warmup-executions
inline	inline	array_list	ufloat	44	array_list-ufloat	10.283101772727273	LENOVO.20ERCTO1WW	10.573114272727272	10.54318690909091	524288	20210131-1346	6	50	0.05	6	23.1943812	10.671231204545455	5.4970480847842017E11	568
transducer_rmf	inline	array_list	ufloat	62	array_list-ufloat	15.939256887096777	LENOVO.20ERCTO1WW	16.007570596774194	16.080175500000003	524288	20210131-1347	6	50	0.05	6	49.84335755	16.22260527419355	5.48899911847E11	435
